Sample_Name;Sample_name;Novogene_ID;Treatment;Time_point;Soil_type;Plant_Number;Harvest;Block;Column;Row
Man.P65.W16;man_p65_w16;FKDN220481235-1A;MAN;Week.16;Pot;65;16;13;38;16
MW.P31.W16;mw_p31_w16;FKDN220481246-1A;MW;Week.16;Pot;31;16;8;22;12
MW.P37.W16;mw_p37_w16;FKDN220481247-1A;MW;Week.16;Pot;37;16;11;31;5
MW.P40.W16;mw_p40_w16;FKDN220481248-1A;MW;Week.16;Pot;40;16;10;28;15
MW.P42.W16;mw_p42_w16;FKDN220481249-1A;MW;Week.16;Pot;42;16;7;21;7
MW.P43.W16;mw_p43_w16;FKDN220481250-1A;MW;Week.16;Pot;43;16;3;9;11
MW.P44.W16;mw_p44_w16;FKDN220481251-1A;MW;Week.16;Pot;44;16;1;1;1
MW.P45.W16;mw_p45_w16;FKDN220481252-1A;MW;Week.16;Pot;45;16;9;25;11
MW.P46.W16;mw_p46_w16;FKDN220481253-1A;MW;Week.16;Pot;46;16;12;34;1
MW.P47.W16;mw_p47_w16;FKDN220481254-1A;MW;Week.16;Pot;47;16;4;11;6
MW.P68.W16;mw_p68_w16;FKDN220481255-1A;MW;Week.16;Pot;68;16;12;36;16
